rec_survey_id	role	recommender_id	familiar_with_movie	knowledgeable	age_group	gender	race	degree	job	marital_status	political_view	religion	seeker_id	date
third_batch_31	RECOMMENDER	user_1060	Agree	Agree	25 - 34	Male	Caucasian	High School/GED	Employed	Married	Liberal	Protestant	user_1438	2020-03-14 10:27:00.740052
third_batch_32	RECOMMENDER	user_1439	Agree	Agree	25 - 34	Female	Caucasian	High School/GED	Employed	Living with partner	Liberal	Other	user_1440	2020-03-14 13:49:16.532270
third_batch_33	RECOMMENDER	user_1441	Strongly agree	Strongly agree	35 - 44	Female	Other	Bachelor/4-year Degree	Employed	Never been married	Conservative	Protestant	user_1442	2020-03-14 14:11:12.860146
third_batch_34	RECOMMENDER	user_1443	Strongly agree	Strongly agree	18 - 24	Female	Hispanic/Latino	High School/GED	Homemaker	Married	Conservative	Mormon	user_1444	2020-03-14 15:21:42.384729
third_batch_35	RECOMMENDER	user_1445	Strongly agree	Strongly agree	18 - 24	Female	East Asian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Roman Catholic	user_1446	2020-03-14 15:43:23.291552
third_batch_36	RECOMMENDER	user_1146	Agree	Agree	18 - 24	Male	Hispanic/Latino	Bachelor/4-year Degree	University Student	Never been married	Liberal	Roman Catholic	user_1447	2020-03-14 17:56:06.308727
third_batch_37	RECOMMENDER	user_1448	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Associate Degree	Employed	Never been married	Liberal	Roman Catholic	user_1449	2020-03-14 18:48:35.751810
third_batch_38	RECOMMENDER	user_1413	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Protestant	user_1450	2020-03-14 19:28:02.760533
third_batch_39	RECOMMENDER	user_1159	Strongly disagree	Agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Never been married	Conservative	Other	user_1451	2020-03-14 19:45:14.750934
third_batch_40	RECOMMENDER	user_1452	Agree	Agree	45 - 54	Female	Caucasian	High School/GED	Employed	Never been married	Moderate	Roman Catholic	user_1453	2020-03-14 20:08:15.373171
third_batch_41	RECOMMENDER	user_1454	Agree	Strongly agree	45 - 54	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_1455	2020-03-14 23:37:35.345800
third_batch_42	RECOMMENDER	user_841	Agree	Agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_1456	2020-03-15 07:47:44.973162
third_batch_43	RECOMMENDER	user_1363	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_841	2020-03-15 08:17:13.612785
third_batch_44	RECOMMENDER	user_1363	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_1457	2020-03-15 08:59:27.839031
third_batch_45	RECOMMENDER	user_1452	Agree	Agree	45 - 54	Female	Caucasian	High School/GED	Employed	Never been married	Moderate	Roman Catholic	user_1458	2020-03-15 12:47:18.925295
third_batch_47	RECOMMENDER	user_1452	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	High School/GED	Employed	Never been married	Moderate	Roman Catholic	user_1459	2020-03-15 13:33:03.626176
third_batch_48	RECOMMENDER	user_1348	Neither agree nor disagree	Disagree	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Conservative	Protestant	user_1460	2020-03-15 17:34:56.997017
third_batch_49	RECOMMENDER	user_1461	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Protestant	user_1462	2020-03-15 18:46:52.384488
third_batch_50	RECOMMENDER	user_1463	Agree	Agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Retired	Married	Moderate	Other	user_1464	2020-03-15 19:24:28.300205
third_batch_51	RECOMMENDER	user_1283	Strongly agree	Strongly agree	25 - 34	Female	African	No Degree	Employed	Never been married	Liberal	Protestant	user_1465	2020-03-15 20:03:53.606153
third_batch_52	RECOMMENDER	user_1466	Agree	Strongly agree	25 - 34	Male	African	Master	Employed	Never been married	Conservative	Roman Catholic	user_1467	2020-03-16 04:38:10.770760
third_batch_53	RECOMMENDER	user_1468	Strongly agree	Strongly agree	45 - 54	Male	Caucasian	Associate Degree	Employed	Divorced	Moderate	Other	user_1469	2020-03-16 14:34:00.409911
third_batch_54	RECOMMENDER	user_247	Agree	Agree	25 - 34	Female	Caucasian	Associate Degree	Employed	Married	Liberal	Atheist	user_1470	2020-03-16 15:30:35.986770
third_batch_55	RECOMMENDER	user_1471	Strongly agree	Strongly agree	25 - 34	Male	Pacific Islander	Associate Degree	Employed	Never been married	Conservative	Protestant	user_1472	2020-03-16 19:48:22.346258
third_batch_56	RECOMMENDER	user_1473	Agree	Agree	35 - 44	Male	Caucasian	Associate Degree	Employed	Divorced	Liberal	Roman Catholic	user_1474	2020-03-16 20:05:50.540534
third_batch_57	RECOMMENDER	user_1475	Agree	Agree	18 - 24	Male	South Asian	Associate Degree	Employed	Never been married	Liberal	Other	user_1476	2020-03-16 21:47:07.138903
third_batch_58	RECOMMENDER	user_1466	Agree	Agree	25 - 34	Male	African	Master	Employed	Never been married	Conservative	Roman Catholic	user_1477	2020-03-16 22:27:19.545615
fourth_batch_0	RECOMMENDER	user_1478	Strongly agree	Strongly agree	18 - 24	Male	Hispanic/Latino	Associate Degree	University Student	Never been married	Liberal	Roman Catholic	user_1479	2020-03-19 18:07:19.104341
fourth_batch_1	RECOMMENDER	user_1480	Agree	Strongly agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Conservative	Other	user_1481	2020-03-19 18:11:54.331218
fourth_batch_2	RECOMMENDER	user_1482	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Associate Degree	Employed	Never been married	Moderate	Atheist	user_1483	2020-03-19 18:38:28.838010
fourth_batch_3	RECOMMENDER	user_1285	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Master	Employed	Married	Conservative	Roman Catholic	user_1484	2020-03-19 19:01:00.430398
fourth_batch_4	RECOMMENDER	user_1485	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_1486	2020-03-19 19:48:51.530179
fourth_batch_5	RECOMMENDER	user_1487	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	Master	Employed	Married	Liberal	Roman Catholic	user_1488	2020-03-19 20:07:44.242515
fourth_batch_6	RECOMMENDER	user_1489	Strongly disagree	Strongly disagree	18 - 24	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Protestant	user_1490	2020-03-19 20:07:51.255269
fourth_batch_7	RECOMMENDER	user_1489	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Protestant	user_1487	2020-03-19 20:34:27.778448
fourth_batch_8	RECOMMENDER	user_1491	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	High School/GED	Employed	Living with partner	Moderate	Other	user_1383	2020-03-19 20:59:14.472239
fourth_batch_9	RECOMMENDER	user_1492	Agree	Agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Atheist	user_1493	2020-03-20 12:31:11.425624
fourth_batch_10	RECOMMENDER	user_1382	Agree	Agree	25 - 34	Female	Caucasian	High School/GED	Employed	Married	Conservative	Protestant	user_1494	2020-03-20 12:45:42.479338
fourth_batch_11	RECOMMENDER	user_1495	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Liberal	Roman Catholic	user_1496	2020-03-20 12:56:52.170864
fourth_batch_12	RECOMMENDER	user_1447	Disagree	Agree	18 - 24	Male	Southeast Asian	Bachelor/4-year Degree	University Student	Never been married	Moderate	Atheist	user_1497	2020-03-20 13:38:52.741735
fourth_batch_13	RECOMMENDER	user_1498	Strongly agree	Strongly agree	18 - 24	Female	East Asian	High School/GED	University Student	Living with partner	Liberal	Protestant	user_1499	2020-03-20 16:52:08.367852
fourth_batch_14	RECOMMENDER	user_1500	Agree	Agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Non-university student	Never been married	Liberal	Protestant	user_1501	2020-03-20 21:45:39.256605
fourth_batch_15	RECOMMENDER	user_1502	Agree	Agree	18 - 24	Female	African	Vocational Training	Homemaker	Living with partner	Moderate	Other	user_1503	2020-03-21 07:45:55.415722
fourth_batch_16	RECOMMENDER	user_1504	Strongly agree	Strongly agree	45 - 54	Male	Hispanic/Latino	Bachelor/4-year Degree	Employed	Married	Moderate	Roman Catholic	user_1505	2020-03-21 08:27:56.058520
fourth_batch_17	RECOMMENDER	user_1506	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_1507	2020-03-21 09:32:53.754011
fourth_batch_18	RECOMMENDER	user_1508	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Other	user_1509	2020-03-21 11:15:48.618884
fourth_batch_19	RECOMMENDER	user_1510	Strongly agree	Strongly agree	35 - 44	Male	Hispanic/Latino	No Degree	Employed	Married	Moderate	Other	user_1511	2020-03-21 11:44:07.528687
fourth_batch_20	RECOMMENDER	user_1512	Strongly agree	Strongly agree	25 - 34	Other	East Asian	Bachelor/4-year Degree	Unable to Work	Never been married	Liberal	Other	user_1513	2020-03-21 12:40:39.540978
fourth_batch_21	RECOMMENDER	user_1514	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Protestant	user_1515	2020-03-21 13:03:24.503092
fourth_batch_22	RECOMMENDER	user_1516	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Conservative	Other	user_1517	2020-03-21 13:10:19.042961
fourth_batch_23	RECOMMENDER	user_1518	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_1519	2020-03-21 13:56:56.867768
fourth_batch_24	RECOMMENDER	user_1283	Agree	Agree	25 - 34	Female	African	No Degree	Employed	Never been married	Moderate	Protestant	user_1520	2020-03-21 14:54:55.967171
fourth_batch_25	RECOMMENDER	user_1521	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	"Professional Postgraduate Degree (Medical	 Law	 etc)"	Employed	Living with partner	Moderate	Atheist	user_1522	2020-03-21 14:57:28.429245
fourth_batch_26	RECOMMENDER	user_1523	Neither agree nor disagree	Neither agree nor disagree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Conservative	Protestant	user_1524	2020-03-21 17:43:06.558884
fourth_batch_27	RECOMMENDER	user_1523	Agree	Agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Conservative	Protestant	user_1525	2020-03-21 18:12:27.089484
fifth_batch_0	RECOMMENDER	user_1419	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_1526	2020-03-23 07:18:40.535984
fifth_batch_1	RECOMMENDER	user_1419	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_1527	2020-03-23 08:00:17.063652
fifth_batch_2	RECOMMENDER	user_1528	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Other	user_1529	2020-03-23 08:26:56.460072
fifth_batch_3	RECOMMENDER	user_1530	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Other	user_1419	2020-03-23 08:57:04.146171
fifth_batch_4	RECOMMENDER	user_1531	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Unable to Work	Married	Moderate	Protestant	user_1532	2020-03-23 09:40:29.756587
fifth_batch_5	RECOMMENDER	user_1533	Agree	Agree	25 - 34	Female	Caucasian	Doctorate	Employed	Married	Moderate	Jewish	user_1534	2020-03-23 09:56:41.631109
fifth_batch_6	RECOMMENDER	user_1535	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Associate Degree	Employed	Married	Moderate	Protestant	user_1536	2020-03-23 10:10:32.087639
fifth_batch_7	RECOMMENDER	user_1537	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Moderate	Roman Catholic	user_1538	2020-03-23 10:33:15.751397
fifth_batch_8	RECOMMENDER	user_1539	Strongly agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Separated	Moderate	Mormon	user_1540	2020-03-23 10:48:11.201999
fifth_batch_9	RECOMMENDER	user_1426	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Homemaker	Married	Conservative	Protestant	user_1383	2020-03-23 11:45:44.756087
fifth_batch_10	RECOMMENDER	user_1541	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_1542	2020-03-23 11:46:12.681690
fifth_batch_11	RECOMMENDER	user_1499	Agree	Agree	25 - 34	Male	Caucasian	Associate Degree	Employed	Living with partner	Moderate	Protestant	user_1543	2020-03-23 12:56:35.925035
fifth_batch_12	RECOMMENDER	user_1544	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Master	Employed	Married	Moderate	Roman Catholic	user_1545	2020-03-23 12:56:44.308917
fifth_batch_13	RECOMMENDER	user_1546	Strongly agree	Strongly agree	25 - 34	Male	East Asian	Bachelor/4-year Degree	Unable to Work	Never been married	Liberal	Atheist	user_1547	2020-03-23 15:47:19.535744
fifth_batch_14	RECOMMENDER	user_1548	Agree	Agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Roman Catholic	user_1549	2020-03-23 17:16:22.094968
fifth_batch_15	RECOMMENDER	user_1550	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	High School/GED	Employed	Never been married	Liberal	Other	user_1551	2020-03-23 17:18:32.384701
fifth_batch_16	RECOMMENDER	user_1552	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Roman Catholic	user_1553	2020-03-23 19:37:35.468398
fifth_batch_17	RECOMMENDER	user_1554	Strongly agree	Agree	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Conservative	Protestant	user_1555	2020-03-23 19:43:20.040694
fifth_batch_18	RECOMMENDER	user_1556	Strongly agree	Agree	18 - 24	Female	Caucasian	Associate Degree	University Student	Never been married	Liberal	Atheist	user_1501	2020-03-23 19:53:23.876428
fifth_batch_19	RECOMMENDER	user_828	Agree	Agree	45 - 54	Male	Caucasian	Vocational Training	Employed	Never been married	Moderate	Other	user_1557	2020-03-24 05:15:05.992660
fifth_batch_20	RECOMMENDER	user_1419	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_1558	2020-03-24 05:41:35.288394
fifth_batch_21	RECOMMENDER	user_1559	Strongly agree	Strongly agree	45 - 54	Male	Caucasian	Vocational Training	Employed	Married	Conservative	Jewish	user_1560	2020-03-24 06:15:33.550872
fifth_batch_22	RECOMMENDER	user_1419	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_1561	2020-03-24 06:29:18.206618
fifth_batch_23	RECOMMENDER	user_702	Strongly agree	Strongly agree	25 - 34	Male	Hispanic/Latino	Associate Degree	Employed	Living with partner	Liberal	Other	user_1562	2020-03-24 07:10:22.201554
fifth_batch_24	RECOMMENDER	user_1544	Agree	Agree	35 - 44	Male	Caucasian	Master	Employed	Married	Moderate	Roman Catholic	user_1563	2020-03-24 07:16:23.978737
fifth_batch_25	RECOMMENDER	user_1564	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	Associate Degree	University Student	Never been married	Liberal	Atheist	user_1565	2020-03-24 09:55:28.251390
fifth_batch_26	RECOMMENDER	user_1566	Agree	Strongly agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Conservative	Protestant	user_1567	2020-03-24 10:08:11.439532
fifth_batch_27	RECOMMENDER	user_1523	Agree	Agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Conservative	Protestant	user_1568	2020-03-24 10:34:49.683078
fifth_batch_29	RECOMMENDER	user_1569	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Other	user_1570	2020-03-24 11:35:20.453497
fifth_batch_30	RECOMMENDER	user_1571	Strongly agree	Strongly agree	18 - 24	Female	African	High School/GED	Employed	Never been married	Moderate	Other	user_1572	2020-03-24 12:08:34.867684
fifth_batch_31	RECOMMENDER	user_1547	Strongly agree	Strongly agree	18 - 24	Male	South Asian	High School/GED	Employed	Never been married	Moderate	Other	user_1573	2020-03-24 12:36:08.988084
fifth_batch_32	RECOMMENDER	user_1574	Disagree	Disagree	25 - 34	Male	Caucasian	Associate Degree	Employed	Married	Moderate	Protestant	user_1575	2020-03-24 13:11:08.145704
fifth_batch_33	RECOMMENDER	user_1576	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Associate Degree	Employed	Never been married	Liberal	Other	user_1577	2020-03-24 16:16:20.105606
fifth_batch_34	RECOMMENDER	user_1578	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	High School/GED	Employed	Married	Moderate	Atheist	user_1579	2020-03-24 19:52:07.678009
sixth_batch_0	RECOMMENDER	user_1398	Strongly disagree	Disagree	35 - 44	Male	African	Associate Degree	Employed	Married	Liberal	Muslim	user_1580	2020-03-25 05:18:51.839345
sixth_batch_1	RECOMMENDER	user_1581	Strongly agree	Strongly agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Protestant	user_1582	2020-03-25 05:27:13.182937
sixth_batch_2	RECOMMENDER	user_1267	Agree	Agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Roman Catholic	user_1532	2020-03-25 09:18:58.547356
sixth_batch_3	RECOMMENDER	user_1583	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	High School/GED	University Student	Never been married	Moderate	Protestant	user_1584	2020-03-25 11:23:25.206251
sixth_batch_4	RECOMMENDER	user_1585	Agree	Agree	25 - 34	Male	Caucasian	No Degree	Retired	Widowed	Conservative	Buddhist	user_1586	2020-03-25 12:47:28.223689
sixth_batch_5	RECOMMENDER	user_1587	Agree	Agree	55 - 74	Male	Caucasian	Master	Employed	Married	Moderate	Protestant	user_1588	2020-03-25 12:52:39.280817
sixth_batch_6	RECOMMENDER	user_1589	Strongly agree	Agree	35 - 44	Male	Hispanic/Latino	Associate Degree	Employed	Never been married	Moderate	Other	user_1590	2020-03-25 16:28:24.855628
sixth_batch_7	RECOMMENDER	user_1589	Strongly agree	Agree	35 - 44	Male	Hispanic/Latino	Associate Degree	Employed	Never been married	Moderate	Other	user_1591	2020-03-25 19:01:43.666688
sixth_batch_8	RECOMMENDER	user_1592	Agree	Agree	25 - 34	Female	South Asian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Buddhist	user_1593	2020-03-25 20:48:44.109016
