seeker_survey_id	role	seeker_id	case	competent	confident	efficient	knowledgeable	warm	agreable	trustworthy	sincere	engaging	persuasive	natural	rich_vocab	creative	pressure_me	manipulative	boring	recommender_id
third_batch_22	SEEKER	user_1422	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1421
third_batch_23	SEEKER	user_1424	accept_uninterested	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Disagree	Disagree	user_1423
third_batch_24	SEEKER	user_1426	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	user_1425
third_batch_25	SEEKER	user_1428	accept_uninterested	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	user_1427
third_batch_26	SEEKER	user_1429	accept_rating_good	Agree	Strongly agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_1425
third_batch_27	SEEKER	user_1431	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Disagree	Disagree	Disagree	user_1430
third_batch_28	SEEKER	user_1433	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1432
third_batch_29	SEEKER	user_1059	accept_uninterested	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_1434
third_batch_30	SEEKER	user_1435	accept_others	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Agree	Strongly agree	Disagree	Strongly disagree	Disagree	user_1346
third_batch_31	SEEKER	user_1437	accept_others	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	user_1436
third_batch_32	SEEKER	user_1438	accept_rating_mod	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Disagree	Disagree	Disagree	user_1060
third_batch_33	SEEKER	user_1440	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Neither agree nor disagree	Not sure	user_1439
third_batch_34	SEEKER	user_1442	accept_others	Agree	Agree	Disagree	Agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Neither agree nor disagree	Strongly agree	Agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1441
third_batch_35	SEEKER	user_1444	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1443
third_batch_36	SEEKER	user_1446	accept_rating_mod	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Strongly disagree	Strongly agree	user_1445
third_batch_37	SEEKER	user_1447	accept_others	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Disagree	user_1146
third_batch_38	SEEKER	user_1449	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_1448
third_batch_39	SEEKER	user_1450	accept_rating_good	Strongly agree	Agree	Agree	Strongly agree	Neither agree nor disagree	Agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Strongly agree	Agree	Disagree	Disagree	user_1413
third_batch_40	SEEKER	user_1451	accept_rating_mod	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	Neither agree nor disagree	user_1159
third_batch_41	SEEKER	user_1453	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Disagree	user_1452
third_batch_42	SEEKER	user_1455	accept_rating_good	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_1454
third_batch_43	SEEKER	user_1456	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_841
third_batch_44	SEEKER	user_841	accept_rating_mod	Agree	Agree	Agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Strongly agree	Strongly agree	Agree	Neither agree nor disagree	Disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	user_1363
third_batch_45	SEEKER	user_1457	accept_others	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Neither agree nor disagree	Disagree	Strongly disagree	Disagree	user_1363
third_batch_47	SEEKER	user_1458	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_1452
third_batch_48	SEEKER	user_1459	accept_rating_good	Agree	Agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Strongly disagree	user_1452
third_batch_49	SEEKER	user_1460	accept_uninterested	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Disagree	Agree	Disagree	Disagree	Disagree	user_1348
third_batch_50	SEEKER	user_1462	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Strongly agree	Strongly agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_1461
third_batch_51	SEEKER	user_1464	accept_rating_good	Disagree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	user_1463
third_batch_52	SEEKER	user_1465	accept_rating_good	Strongly disagree	Strongly disagree	Disagree	Strongly disagree	Disagree	Strongly disagree	Disagree	Disagree	Disagree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Disagree	Disagree	user_1283
third_batch_53	SEEKER	user_1467	accept_rating_good	Agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Disagree	Disagree	Disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Agree	user_1466
third_batch_54	SEEKER	user_1469	accept_others	Agree	Disagree	Disagree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Disagree	Disagree	Disagree	Disagree	Agree	user_1468
third_batch_55	SEEKER	user_1470	accept_rating_mod	Agree	Agree	Agree	Agree	Agree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	user_247
third_batch_56	SEEKER	user_1472	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Disagree	Neither agree nor disagree	Agree	Disagree	Disagree	Disagree	user_1471
third_batch_57	SEEKER	user_1474	accept_others	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1473
third_batch_58	SEEKER	user_1476	accept_rating_good	Agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Neither agree nor disagree	user_1475
third_batch_59	SEEKER	user_1477	accept_others	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Disagree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	user_1466
fourth_batch_1	SEEKER	user_1479	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	user_1478
fourth_batch_2	SEEKER	user_1481	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_1480
fourth_batch_3	SEEKER	user_1483	accept_uninterested	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Strongly agree	Agree	Agree	Disagree	Disagree	Disagree	user_1482
fourth_batch_4	SEEKER	user_1484	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Agree	Strongly agree	Neither agree nor disagree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1285
fourth_batch_5	SEEKER	user_1486	accept_rating_mod	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Disagree	user_1485
fourth_batch_7	SEEKER	user_1488	accept_uninterested	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Agree	Agree	Agree	Disagree	Disagree	Disagree	user_1487
fourth_batch_6	SEEKER	user_1490	accept_others	Agree	Agree	Disagree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Disagree	user_1489
fourth_batch_8	SEEKER	user_1487	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_1489
fourth_batch_9	SEEKER	user_1383	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1491
fourth_batch_10	SEEKER	user_1493	accept_uninterested	Agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	user_1492
fourth_batch_11	SEEKER	user_1494	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Disagree	Disagree	Strongly disagree	user_1382
fourth_batch_12	SEEKER	user_1496	accept_rating_good	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1495
fourth_batch_13	SEEKER	user_1497	accept_rating_good	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Disagree	user_1447
fourth_batch_14	SEEKER	user_1499	accept_rating_good	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_1498
fourth_batch_15	SEEKER	user_1501	accept_uninterested	Neither agree nor disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	Disagree	Disagree	Disagree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	user_1500
fourth_batch_16	SEEKER	user_1503	accept_others	Agree	Strongly agree	Agree	Agree	Strongly agree	Agree	Agree	Strongly agree	Agree	Agree	Agree	Strongly agree	Agree	Agree	Agree	Strongly agree	user_1502
fourth_batch_17	SEEKER	user_1505	accept_others	Agree	Agree	Agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_1504
fourth_batch_18	SEEKER	user_1507	accept_others	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Strongly disagree	Strongly disagree	Probably yes	Neither agree nor disagree	user_1506
fourth_batch_19	SEEKER	user_1509	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Strongly disagree	Strongly disagree	Neither agree nor disagree	user_1508
fourth_batch_20	SEEKER	user_1511	accept_rating_mod	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_1510
fourth_batch_21	SEEKER	user_1513	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Disagree	Strongly disagree	Strongly disagree	user_1512
fourth_batch_22	SEEKER	user_1515	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Strongly disagree	Strongly disagree	Disagree	user_1514
fourth_batch_23	SEEKER	user_1517	accept_others	Strongly disagree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1516
fourth_batch_24	SEEKER	user_1519	accept_others	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Neither agree nor disagree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Strongly disagree	Disagree	user_1518
fourth_batch_25	SEEKER	user_1520	accept_rating_good	Strongly agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Strongly agree	Neither agree nor disagree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_1283
fourth_batch_26	SEEKER	user_1522	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Neither agree nor disagree	Disagree	Strongly disagree	Strongly disagree	user_1521
